STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,WESD,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,FMTM,WT09,WT14,WT07,WT01,WT15,WT17,WT06,WT21,WT05,WT02,WT11,WT22,WT04,WT13,WT16,WT08,WT18,WT03,WT19
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110328,0.00,0.0,0.0,-9999,36,21,-9999,7.8,50,60,15.0,31.1,910,912,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110329,0.00,0.0,0.0,-9999,42,24,-9999,7.2,30,50,15.0,25.9,1708,1607,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110330,0.00,0.0,0.0,-9999,45,26,-9999,7.8,50,60,14.1,28.0,852,1030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110331,0.00,0.0,0.0,-9999,48,23,-9999,4.3,80,60,14.1,23.9,1502,1630,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110401,0.18,0.0,0.0,-9999,45,28,-9999,6.7,340,350,17.0,23.0,1942,1942,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110402,0.00,0.0,0.0,-9999,54,36,-9999,10.1,290,300,21.9,25.9,1203,1318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110403,0.13,0.0,0.0,-9999,72,35,-9999,14.8,210,210,32.0,40.0,2323,2324,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110404,0.11,0.0,0.0,-9999,68,40,-9999,16.6,220,220,33.1,42.9,20,21,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110405,0.00,0.0,0.0,-9999,53,33,-9999,12.3,190,280,21.9,25.1,1443,2253,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110406,0.00,0.0,0.0,-9999,59,42,-9999,7.2,210,210,15.0,15.0,2353,2352,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110407,0.25,0.0,0.0,-9999,46,39,-9999,8.7,90,60,17.0,28.0,1303,2321,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110408,0.51,0.0,0.0,-9999,45,40,-9999,8.9,60,50,17.0,23.9,2032,926,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110409,0.00,0.0,0.0,-9999,66,44,-9999,7.2,120,70,15.0,23.0,1529,707,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110410,0.00,0.0,0.0,-9999,83,56,-9999,19.0,210,210,31.1,40.0,2104,2050,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110411,0.00,0.0,0.0,-9999,67,44,-9999,13.6,280,30,25.1,33.1,2103,26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110412,0.00,0.0,0.0,-9999,58,40,-9999,9.4,20,30,17.0,28.0,1110,103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110413,0.00,0.0,0.0,-9999,68,36,-9999,3.6,90,110,14.1,16.1,1656,1615,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110414,0.00,0.0,0.0,-9999,53,40,-9999,17.4,30,30,25.1,36.9,1242,1756,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110415,0.34,0.0,0.0,-9999,51,37,-9999,18.3,70,60,25.9,38.0,822,1026,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110416,0.20,0.0,0.0,-9999,49,35,-9999,14.1,280,300,25.9,36.0,1710,1607,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110417,0.08,0.0,0.0,-9999,53,35,-9999,13.9,290,270,28.0,34.9,855,741,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110418,0.49,1.0,0.6,-9999,41,32,-9999,13.6,40,50,19.9,33.1,1121,2307,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,1,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110419,0.95,0.0,0.0,-9999,38,34,-9999,17.9,30,20,25.9,36.0,2036,2049,-9999,1,-9999,1,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110420,0.01,0.0,0.0,-9999,43,32,-9999,11.6,280,280,21.0,28.0,1455,1456,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110421,0.03,0.0,0.0,-9999,50,32,-9999,8.1,70,60,17.0,32.0,1501,1603,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110422,0.56,0.0,0.0,-9999,46,39,-9999,12.1,120,120,25.1,30.0,1204,1204,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110423,0.00,0.0,0.0,-9999,64,45,-9999,11.4,260,250,28.0,36.0,1118,1118,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110424,0.00,0.0,0.0,-9999,56,45,-9999,7.2,50,70,14.1,25.1,1254,1613,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110425,0.34,0.0,0.0,-9999,54,45,-9999,10.5,100,50,21.9,29.1,1513,2223,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110426,0.38,0.0,0.0,-9999,68,47,-9999,16.3,230,210,31.1,40.9,1624,1626,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110427,0.31,0.0,0.0,-9999,55,43,-9999,7.2,300,300,17.9,23.0,2336,2245,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110428,0.03,0.0,0.0,-9999,45,40,-9999,12.5,260,270,21.9,30.0,1246,1247,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110429,0.00,0.0,0.0,-9999,62,36,-9999,6.9,100,100,16.1,21.0,1603,1558,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110430,0.00,0.0,0.0,-9999,71,48,-9999,18.6,170,150,31.1,40.9,1349,1403,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110501,0.00,0.0,0.0,-9999,63,47,-9999,11.9,290,240,28.0,36.0,1234,1521,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110502,0.00,0.0,0.0,-9999,59,42,-9999,9.8,60,60,17.0,32.0,1638,1626,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110503,0.00,0.0,0.0,-9999,50,37,-9999,7.6,40,30,15.0,25.1,1520,1520,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110504,0.00,0.0,0.0,-9999,59,37,-9999,7.6,20,50,16.1,28.0,826,856,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110505,0.06,0.0,0.0,-9999,63,35,-9999,11.4,200,200,19.9,29.1,1248,1248,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110506,0.00,0.0,0.0,-9999,68,44,-9999,7.8,290,290,21.0,28.0,1443,1444,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110507,0.00,0.0,0.0,-9999,60,43,-9999,6.9,70,50,15.0,23.0,1413,1246,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110508,0.00,0.0,0.0,-9999,68,39,-9999,7.2,60,-9999,15.0,-9999,-9999,1422,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110509,0.00,0.0,0.0,-9999,73,47,-9999,14.8,110,120,25.9,32.0,1557,1502,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110510,0.00,0.0,0.0,-9999,90,62,-9999,8.5,160,70,21.0,25.1,1725,233,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110511,0.13,0.0,0.0,-9999,87,63,-9999,6.7,310,310,23.9,29.1,1645,1645,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110512,0.29,0.0,0.0,-9999,86,58,-9999,8.1,280,260,21.9,31.1,1753,1756,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110513,0.02,0.0,0.0,-9999,77,47,-9999,11.0,20,20,28.0,36.9,2358,2358,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110514,0.31,0.0,0.0,-9999,53,45,-9999,17.0,20,40,28.0,38.0,200,45,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110515,0.31,0.0,0.0,-9999,46,41,-9999,21.5,20,30,31.1,38.9,1405,1434,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110516,0.00,0.0,0.0,-9999,52,37,-9999,13.9,40,40,25.9,36.0,1401,1402,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110517,0.00,0.0,0.0,-9999,60,40,-9999,12.8,20,40,23.9,33.1,1641,1711,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110518,0.07,0.0,0.0,-9999,57,49,-9999,7.2,60,50,13.0,23.0,1742,1728,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110519,0.00,0.0,0.0,-9999,72,49,-9999,5.8,60,60,14.1,28.0,1433,1437,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110520,0.00,0.0,0.0,-9999,73,50,-9999,6.0,50,60,13.0,23.9,1559,1218,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110521,0.01,0.0,0.0,-9999,75,50,-9999,8.1,160,160,17.0,21.9,1458,1458,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110522,0.58,0.0,0.0,-9999,87,61,-9999,11.4,300,300,29.1,36.0,2229,2229,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110523,0.00,0.0,0.0,-9999,79,60,-9999,11.4,260,240,23.9,33.1,1345,1337,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110524,0.11,0.0,0.0,-9999,66,47,-9999,12.3,50,40,19.9,31.1,1837,1646,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110525,2.24,0.0,0.0,-9999,67,47,-9999,11.6,20,10,28.0,36.0,1950,1950,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110526,1.06,0.0,0.0,-9999,49,43,-9999,17.9,10,30,25.9,38.9,1011,1244,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110527,0.00,0.0,0.0,-9999,58,40,-9999,8.7,50,60,17.0,25.9,1246,821,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110528,0.12,0.0,0.0,-9999,62,51,-9999,6.7,180,180,17.0,23.0,731,740,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110529,1.88,0.0,0.0,-9999,70,52,-9999,5.8,280,270,23.0,30.0,1056,1215,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110530,0.00,0.0,0.0,-9999,88,56,-9999,12.8,180,190,25.9,36.0,1731,1659,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110531,0.08,0.0,0.0,-9999,85,69,-9999,13.2,210,240,25.1,33.1,1006,707,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110601,0.00,0.0,0.0,-9999,81,59,-9999,10.5,280,250,25.1,36.0,1315,1413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110602,0.02,0.0,0.0,-9999,69,56,-9999,9.4,40,40,17.9,38.0,211,228,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110603,0.01,0.0,0.0,-9999,87,55,-9999,11.4,170,170,21.9,25.9,1817,1439,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110604,0.18,0.0,0.0,-9999,92,64,-9999,8.5,40,30,23.0,28.0,1411,1411,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110605,0.00,0.0,0.0,-9999,85,60,-9999,5.4,70,60,13.0,25.9,1503,1600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110606,0.00,0.0,0.0,-9999,93,60,-9999,9.6,210,240,23.0,30.0,1544,1721,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110607,0.00,0.0,0.0,-9999,96,75,-9999,10.5,210,210,21.9,28.0,1553,1553,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110608,0.17,0.0,0.0,-9999,95,66,-9999,13.4,300,300,36.0,47.0,2205,2210,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110609,0.93,0.0,0.0,-9999,69,50,-9999,12.5,60,40,25.9,36.9,1605,857,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1,-9999,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110610,0.52,0.0,0.0,-9999,69,51,-9999,8.1,20,50,17.0,28.0,1434,637,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110611,0.03,0.0,0.0,-9999,62,52,-9999,5.8,50,40,15.0,23.9,1453,937,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110612,0.00,0.0,0.0,-9999,64,50,-9999,8.9,50,40,19.9,29.1,1502,1018,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110613,0.00,0.0,0.0,-9999,72,54,-9999,7.8,70,60,15.0,31.1,1232,1829,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110614,0.00,0.0,0.0,-9999,77,53,-9999,8.5,130,70,17.9,25.1,1814,2339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110615,0.80,0.0,0.0,-9999,71,57,-9999,11.2,110,120,32.0,36.9,616,615,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110616,0.04,0.0,0.0,-9999,81,61,-9999,7.6,290,270,17.0,23.9,1648,1649,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110617,0.00,0.0,0.0,-9999,82,60,-9999,6.7,50,60,16.1,25.1,1107,1411,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110618,0.00,0.0,0.0,-9999,84,61,-9999,6.5,70,60,14.1,23.9,1635,1504,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110619,0.00,0.0,0.0,-9999,81,63,-9999,5.1,110,70,13.0,17.9,2148,1300,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20110620,0.18,0.0,0.0,-9999,79,65,-9999,8.1,150,160,19.9,23.0,1219,1209,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1,-9999
