prcp,snow,tavg,tmax,tmin,awnd,date,month,year,day
0.09,1.0,,26.0,20.0,15.4,2011-01-31,1,2011,31
0.74,13.6,,23.0,20.0,23.7,2011-02-01,2,2011,1
0.74,6.6,,23.0,5.0,18.1,2011-02-02,2,2011,2
0.0,0.0,,16.0,-6.0,11.0,2011-02-03,2,2011,3
0.0,0.0,,25.0,5.0,11.9,2011-02-04,2,2011,4
0.0,0.0,,28.0,4.0,5.4,2011-02-05,2,2011,5
0.2,2.6,,32.0,24.0,4.9,2011-02-06,2,2011,6
0.13,3.2,,32.0,19.0,6.3,2011-02-07,2,2011,7
0.0,0.1,,20.0,2.0,11.2,2011-02-08,2,2011,8
0.0,0.0,,12.0,-2.0,10.1,2011-02-09,2,2011,9
0.0,0.0,,16.0,-9.0,8.9,2011-02-10,2,2011,10
0.0,0.0,,30.0,5.0,8.9,2011-02-11,2,2011,11
0.0,0.0,,37.0,24.0,11.2,2011-02-12,2,2011,12
0.0,0.0,,45.0,32.0,15.9,2011-02-13,2,2011,13
0.0,0.0,,42.0,26.0,13.0,2011-02-14,2,2011,14
0.0,0.0,,38.0,23.0,12.5,2011-02-15,2,2011,15
0.0,0.0,,49.0,37.0,8.5,2011-02-16,2,2011,16
0.0,0.0,,56.0,47.0,17.4,2011-02-17,2,2011,17
0.0,0.0,,50.0,33.0,15.4,2011-02-18,2,2011,18
0.0,0.0,,35.0,25.0,8.1,2011-02-19,2,2011,19
0.95,0.0,,36.0,28.0,11.2,2011-02-20,2,2011,20
0.0,0.0,,33.0,25.0,15.2,2011-02-21,2,2011,21
0.03,0.6,,27.0,23.0,7.6,2011-02-22,2,2011,22
0.11,0.3,,33.0,24.0,9.2,2011-02-23,2,2011,23
0.0,0.0,,36.0,32.0,11.4,2011-02-24,2,2011,24
0.11,0.7,,36.0,29.0,9.8,2011-02-25,2,2011,25
0.12,1.3,,33.0,24.0,4.7,2011-02-26,2,2011,26
0.25,0.0,,36.0,25.0,8.1,2011-02-27,2,2011,27
0.14,0.0,,37.0,25.0,9.2,2011-02-28,2,2011,28
0.0,0.0,,43.0,22.0,10.3,2011-03-01,3,2011,1
0.0,0.0,,37.0,24.0,10.5,2011-03-02,3,2011,2
0.0,0.0,,45.0,25.0,12.5,2011-03-03,3,2011,3
1.11,0.0,,54.0,35.0,7.8,2011-03-04,3,2011,4
0.16,0.7,,36.0,27.0,17.0,2011-03-05,3,2011,5
0.0,0.0,,34.0,26.0,8.9,2011-03-06,3,2011,6
0.0,0.0,,34.0,24.0,3.8,2011-03-07,3,2011,7
0.01,0.0,,45.0,32.0,8.9,2011-03-08,3,2011,8
0.39,0.0,,44.0,33.0,8.9,2011-03-09,3,2011,9
0.0,0.0,,37.0,32.0,13.0,2011-03-10,3,2011,10
0.0,0.0,,47.0,27.0,8.9,2011-03-11,3,2011,11
0.0,0.0,,44.0,28.0,17.0,2011-03-12,3,2011,12
0.0,0.0,,41.0,24.0,5.8,2011-03-13,3,2011,13
0.0,0.0,,42.0,26.0,7.8,2011-03-14,3,2011,14
0.0,0.0,,39.0,31.0,6.9,2011-03-15,3,2011,15
0.0,0.0,,60.0,32.0,8.5,2011-03-16,3,2011,16
0.0,0.0,,67.0,48.0,16.3,2011-03-17,3,2011,17
0.0,0.0,,53.0,34.0,7.6,2011-03-18,3,2011,18
0.0,0.0,,50.0,28.0,6.3,2011-03-19,3,2011,19
0.32,0.0,,57.0,40.0,11.4,2011-03-20,3,2011,20
0.02,0.0,,60.0,41.0,8.5,2011-03-21,3,2011,21
0.3,0.0,,42.0,37.0,15.0,2011-03-22,3,2011,22
0.3,0.3,,41.0,28.0,11.9,2011-03-23,3,2011,23
0.01,0.0,,34.0,24.0,10.5,2011-03-24,3,2011,24
0.0,0.0,,34.0,24.0,8.5,2011-03-25,3,2011,25
0.0,0.0,,32.0,25.0,14.5,2011-03-26,3,2011,26
0.0,0.0,,35.0,23.0,10.5,2011-03-27,3,2011,27
0.0,0.0,,36.0,21.0,7.8,2011-03-28,3,2011,28
0.0,0.0,,42.0,24.0,7.2,2011-03-29,3,2011,29
0.0,0.0,,45.0,26.0,7.8,2011-03-30,3,2011,30
0.0,0.0,,48.0,23.0,4.3,2011-03-31,3,2011,31
0.18,0.0,,45.0,28.0,6.7,2011-04-01,4,2011,1
0.0,0.0,,54.0,36.0,10.1,2011-04-02,4,2011,2
0.13,0.0,,72.0,35.0,14.8,2011-04-03,4,2011,3
0.11,0.0,,68.0,40.0,16.6,2011-04-04,4,2011,4
0.0,0.0,,53.0,33.0,12.3,2011-04-05,4,2011,5
0.0,0.0,,59.0,42.0,7.2,2011-04-06,4,2011,6
0.25,0.0,,46.0,39.0,8.7,2011-04-07,4,2011,7
0.51,0.0,,45.0,40.0,8.9,2011-04-08,4,2011,8
0.0,0.0,,66.0,44.0,7.2,2011-04-09,4,2011,9
0.0,0.0,,83.0,56.0,19.0,2011-04-10,4,2011,10
0.0,0.0,,67.0,44.0,13.6,2011-04-11,4,2011,11
0.0,0.0,,58.0,40.0,9.4,2011-04-12,4,2011,12
0.0,0.0,,68.0,36.0,3.6,2011-04-13,4,2011,13
0.0,0.0,,53.0,40.0,17.4,2011-04-14,4,2011,14
0.34,0.0,,51.0,37.0,18.3,2011-04-15,4,2011,15
0.2,0.0,,49.0,35.0,14.1,2011-04-16,4,2011,16
0.08,0.0,,53.0,35.0,13.9,2011-04-17,4,2011,17
0.49,0.6,,41.0,32.0,13.6,2011-04-18,4,2011,18
0.95,0.0,,38.0,34.0,17.9,2011-04-19,4,2011,19
0.01,0.0,,43.0,32.0,11.6,2011-04-20,4,2011,20
0.03,0.0,,50.0,32.0,8.1,2011-04-21,4,2011,21
0.56,0.0,,46.0,39.0,12.1,2011-04-22,4,2011,22
0.0,0.0,,64.0,45.0,11.4,2011-04-23,4,2011,23
0.0,0.0,,56.0,45.0,7.2,2011-04-24,4,2011,24
0.34,0.0,,54.0,45.0,10.5,2011-04-25,4,2011,25
0.38,0.0,,68.0,47.0,16.3,2011-04-26,4,2011,26
0.31,0.0,,55.0,43.0,7.2,2011-04-27,4,2011,27
0.03,0.0,,45.0,40.0,12.5,2011-04-28,4,2011,28
0.0,0.0,,62.0,36.0,6.9,2011-04-29,4,2011,29
0.0,0.0,,71.0,48.0,18.6,2011-04-30,4,2011,30
0.0,0.0,,63.0,47.0,11.9,2011-05-01,5,2011,1
0.0,0.0,,59.0,42.0,9.8,2011-05-02,5,2011,2
0.0,0.0,,50.0,37.0,7.6,2011-05-03,5,2011,3
0.0,0.0,,59.0,37.0,7.6,2011-05-04,5,2011,4
0.06,0.0,,63.0,35.0,11.4,2011-05-05,5,2011,5
0.0,0.0,,68.0,44.0,7.8,2011-05-06,5,2011,6
0.0,0.0,,60.0,43.0,6.9,2011-05-07,5,2011,7
0.0,0.0,,68.0,39.0,7.2,2011-05-08,5,2011,8
0.0,0.0,,73.0,47.0,14.8,2011-05-09,5,2011,9
0.0,0.0,,90.0,62.0,8.5,2011-05-10,5,2011,10
0.13,0.0,,87.0,63.0,6.7,2011-05-11,5,2011,11
0.29,0.0,,86.0,58.0,8.1,2011-05-12,5,2011,12
0.02,0.0,,77.0,47.0,11.0,2011-05-13,5,2011,13
0.31,0.0,,53.0,45.0,17.0,2011-05-14,5,2011,14
0.31,0.0,,46.0,41.0,21.5,2011-05-15,5,2011,15
0.0,0.0,,52.0,37.0,13.9,2011-05-16,5,2011,16
0.0,0.0,,60.0,40.0,12.8,2011-05-17,5,2011,17
0.07,0.0,,57.0,49.0,7.2,2011-05-18,5,2011,18
0.0,0.0,,72.0,49.0,5.8,2011-05-19,5,2011,19
0.0,0.0,,73.0,50.0,6.0,2011-05-20,5,2011,20
0.01,0.0,,75.0,50.0,8.1,2011-05-21,5,2011,21
0.58,0.0,,87.0,61.0,11.4,2011-05-22,5,2011,22
0.0,0.0,,79.0,60.0,11.4,2011-05-23,5,2011,23
0.11,0.0,,66.0,47.0,12.3,2011-05-24,5,2011,24
2.24,0.0,,67.0,47.0,11.6,2011-05-25,5,2011,25
1.06,0.0,,49.0,43.0,17.9,2011-05-26,5,2011,26
0.0,0.0,,58.0,40.0,8.7,2011-05-27,5,2011,27
0.12,0.0,,62.0,51.0,6.7,2011-05-28,5,2011,28
1.88,0.0,,70.0,52.0,5.8,2011-05-29,5,2011,29
0.0,0.0,,88.0,56.0,12.8,2011-05-30,5,2011,30
0.08,0.0,,85.0,69.0,13.2,2011-05-31,5,2011,31
0.0,0.0,,81.0,59.0,10.5,2011-06-01,6,2011,1
0.02,0.0,,69.0,56.0,9.4,2011-06-02,6,2011,2
0.01,0.0,,87.0,55.0,11.4,2011-06-03,6,2011,3
0.18,0.0,,92.0,64.0,8.5,2011-06-04,6,2011,4
0.0,0.0,,85.0,60.0,5.4,2011-06-05,6,2011,5
0.0,0.0,,93.0,60.0,9.6,2011-06-06,6,2011,6
0.0,0.0,,96.0,75.0,10.5,2011-06-07,6,2011,7
0.17,0.0,,95.0,66.0,13.4,2011-06-08,6,2011,8
0.93,0.0,,69.0,50.0,12.5,2011-06-09,6,2011,9
0.52,0.0,,69.0,51.0,8.1,2011-06-10,6,2011,10
0.03,0.0,,62.0,52.0,5.8,2011-06-11,6,2011,11
0.0,0.0,,64.0,50.0,8.9,2011-06-12,6,2011,12
0.0,0.0,,72.0,54.0,7.8,2011-06-13,6,2011,13
0.0,0.0,,77.0,53.0,8.5,2011-06-14,6,2011,14
0.8,0.0,,71.0,57.0,11.2,2011-06-15,6,2011,15
0.04,0.0,,81.0,61.0,7.6,2011-06-16,6,2011,16
0.0,0.0,,82.0,60.0,6.7,2011-06-17,6,2011,17
0.0,0.0,,84.0,61.0,6.5,2011-06-18,6,2011,18
0.0,0.0,,81.0,63.0,5.1,2011-06-19,6,2011,19
0.18,0.0,,79.0,65.0,8.1,2011-06-20,6,2011,20
0.45,0.0,,89.0,66.0,12.1,2011-06-21,6,2011,21
0.02,0.0,,73.0,64.0,13.4,2011-06-22,6,2011,22
0.01,0.0,,71.0,62.0,12.8,2011-06-23,6,2011,23
0.0,0.0,,68.0,60.0,9.6,2011-06-24,6,2011,24
0.0,0.0,,79.0,58.0,4.7,2011-06-25,6,2011,25
0.0,0.0,,81.0,57.0,6.9,2011-06-26,6,2011,26
0.03,0.0,,81.0,65.0,10.7,2011-06-27,6,2011,27
0.0,0.0,,81.0,63.0,9.6,2011-06-28,6,2011,28
0.0,0.0,,81.0,59.0,5.4,2011-06-29,6,2011,29
0.0,0.0,,88.0,60.0,9.4,2011-06-30,6,2011,30
0.0,0.0,,89.0,72.0,15.0,2011-07-01,7,2011,1
0.0,0.0,,94.0,71.0,8.3,2011-07-02,7,2011,2
0.0,0.0,,84.0,69.0,5.8,2011-07-03,7,2011,3
0.0,0.0,,89.0,65.0,4.3,2011-07-04,7,2011,4
0.0,0.0,,91.0,68.0,6.3,2011-07-05,7,2011,5
0.0,0.0,,86.0,70.0,7.6,2011-07-06,7,2011,6
0.0,0.0,,82.0,63.0,6.3,2011-07-07,7,2011,7
0.0,0.0,,86.0,61.0,6.0,2011-07-08,7,2011,8
0.0,0.0,,91.0,61.0,5.8,2011-07-09,7,2011,9
0.0,0.0,,91.0,74.0,9.6,2011-07-10,7,2011,10
0.39,0.0,,88.0,71.0,8.5,2011-07-11,7,2011,11
0.01,0.0,,87.0,70.0,7.6,2011-07-12,7,2011,12
0.0,0.0,,74.0,63.0,11.0,2011-07-13,7,2011,13
0.0,0.0,,82.0,59.0,8.1,2011-07-14,7,2011,14
0.0,0.0,,87.0,70.0,6.7,2011-07-15,7,2011,15
0.0,0.0,,89.0,71.0,4.3,2011-07-16,7,2011,16
0.0,0.0,,95.0,69.0,6.5,2011-07-17,7,2011,17
0.01,0.0,,92.0,80.0,10.7,2011-07-18,7,2011,18
0.0,0.0,,93.0,78.0,6.3,2011-07-19,7,2011,19
0.02,0.0,,99.0,73.0,10.7,2011-07-20,7,2011,20
0.02,0.0,,99.0,75.0,8.7,2011-07-21,7,2011,21
1.55,0.0,,88.0,70.0,8.9,2011-07-22,7,2011,22
6.86,0.0,,87.0,70.0,5.4,2011-07-23,7,2011,23
0.18,0.0,,87.0,72.0,6.5,2011-07-24,7,2011,24
0.0,0.0,,88.0,73.0,6.5,2011-07-25,7,2011,25
0.0,0.0,,83.0,71.0,8.5,2011-07-26,7,2011,26
0.71,0.0,,90.0,68.0,9.6,2011-07-27,7,2011,27
0.7,0.0,,87.0,73.0,6.7,2011-07-28,7,2011,28
0.7,0.0,,86.0,71.0,5.8,2011-07-29,7,2011,29
0.0,0.0,,91.0,67.0,3.4,2011-07-30,7,2011,30
0.0,0.0,,90.0,68.0,4.9,2011-07-31,7,2011,31
0.0,0.0,,91.0,74.0,4.9,2011-08-01,8,2011,1
0.43,0.0,,93.0,74.0,9.2,2011-08-02,8,2011,2
0.0,0.0,,86.0,72.0,8.1,2011-08-03,8,2011,3
0.0,0.0,,84.0,69.0,6.0,2011-08-04,8,2011,4
0.0,0.0,,83.0,69.0,5.6,2011-08-05,8,2011,5
0.18,0.0,,85.0,72.0,4.0,2011-08-06,8,2011,6
0.75,0.0,,86.0,68.0,6.5,2011-08-07,8,2011,7
0.63,0.0,,80.0,68.0,6.3,2011-08-08,8,2011,8
0.0,0.0,,80.0,64.0,11.2,2011-08-09,8,2011,9
0.0,0.0,,77.0,61.0,8.7,2011-08-10,8,2011,10
0.0,0.0,,81.0,57.0,2.9,2011-08-11,8,2011,11
0.0,0.0,,81.0,60.0,8.5,2011-08-12,8,2011,12
0.75,0.0,,83.0,62.0,6.7,2011-08-13,8,2011,13
0.0,0.0,,75.0,62.0,11.6,2011-08-14,8,2011,14
0.0,0.0,,82.0,57.0,4.9,2011-08-15,8,2011,15
0.0,0.0,,85.0,61.0,3.8,2011-08-16,8,2011,16
0.0,0.0,,83.0,62.0,6.0,2011-08-17,8,2011,17
0.0,0.0,,84.0,67.0,5.1,2011-08-18,8,2011,18
0.0,0.0,,87.0,64.0,5.1,2011-08-19,8,2011,19
1.11,0.0,,80.0,66.0,3.4,2011-08-20,8,2011,20
0.0,0.0,,80.0,64.0,8.5,2011-08-21,8,2011,21
0.0,0.0,,82.0,59.0,4.0,2011-08-22,8,2011,22
0.65,0.0,,73.0,62.0,9.8,2011-08-23,8,2011,23
0.0,0.0,,92.0,69.0,10.7,2011-08-24,8,2011,24
0.0,0.0,,83.0,64.0,7.4,2011-08-25,8,2011,25
0.0,0.0,,83.0,59.0,3.4,2011-08-26,8,2011,26
0.0,0.0,,81.0,64.0,9.2,2011-08-27,8,2011,27
0.0,0.0,,77.0,61.0,7.8,2011-08-28,8,2011,28
0.0,0.0,,79.0,59.0,3.6,2011-08-29,8,2011,29
0.04,0.0,,76.0,61.0,6.3,2011-08-30,8,2011,30
0.0,0.0,,87.0,65.0,8.3,2011-08-31,8,2011,31
0.0,0.0,,93.0,71.0,5.8,2011-09-01,9,2011,1
0.0,0.0,,92.0,76.0,7.4,2011-09-02,9,2011,2
0.02,0.0,,89.0,69.0,6.3,2011-09-03,9,2011,3
0.0,0.0,,73.0,58.0,11.4,2011-09-04,9,2011,4
0.0,0.0,,65.0,52.0,14.8,2011-09-05,9,2011,5
0.0,0.0,,66.0,51.0,10.1,2011-09-06,9,2011,6
0.0,0.0,,70.0,52.0,10.7,2011-09-07,9,2011,7
0.0,0.0,,75.0,57.0,13.4,2011-09-08,9,2011,8
0.02,0.0,,72.0,60.0,8.3,2011-09-09,9,2011,9
0.0,0.0,,78.0,56.0,3.1,2011-09-10,9,2011,10
0.0,0.0,,83.0,57.0,5.6,2011-09-11,9,2011,11
0.0,0.0,,86.0,64.0,11.0,2011-09-12,9,2011,12
0.0,0.0,,73.0,56.0,8.7,2011-09-13,9,2011,13
0.08,0.0,,58.0,47.0,7.4,2011-09-14,9,2011,14
0.0,0.0,,59.0,42.0,8.5,2011-09-15,9,2011,15
0.0,0.0,,58.0,46.0,3.4,2011-09-16,9,2011,16
0.0,0.0,,68.0,50.0,8.9,2011-09-17,9,2011,17
0.43,0.0,,65.0,55.0,9.6,2011-09-18,9,2011,18
0.24,0.0,,69.0,54.0,5.8,2011-09-19,9,2011,19
0.0,0.0,,74.0,49.0,7.4,2011-09-20,9,2011,20
0.0,0.0,,71.0,56.0,11.0,2011-09-21,9,2011,21
0.0,0.0,,64.0,51.0,6.9,2011-09-22,9,2011,22
0.0,0.0,,62.0,48.0,6.9,2011-09-23,9,2011,23
0.14,0.0,,62.0,51.0,4.7,2011-09-24,9,2011,24
0.08,0.0,,64.0,51.0,5.6,2011-09-25,9,2011,25
1.21,0.0,,60.0,53.0,15.4,2011-09-26,9,2011,26
0.31,0.0,,63.0,54.0,8.3,2011-09-27,9,2011,27
0.77,0.0,,63.0,53.0,6.9,2011-09-28,9,2011,28
0.06,0.0,,66.0,49.0,13.4,2011-09-29,9,2011,29
0.09,0.0,,57.0,45.0,15.0,2011-09-30,9,2011,30
0.0,0.0,,56.0,42.0,10.3,2011-10-01,10,2011,1
0.0,0.0,,66.0,41.0,5.4,2011-10-02,10,2011,2
0.0,0.0,,69.0,44.0,4.9,2011-10-03,10,2011,3
0.0,0.0,,76.0,43.0,2.2,2011-10-04,10,2011,4
0.0,0.0,,80.0,49.0,3.1,2011-10-05,10,2011,5
0.0,0.0,,81.0,50.0,4.7,2011-10-06,10,2011,6
0.0,0.0,,84.0,54.0,7.6,2011-10-07,10,2011,7
0.0,0.0,,82.0,54.0,7.6,2011-10-08,10,2011,8
0.0,0.0,,80.0,52.0,3.8,2011-10-09,10,2011,9
0.0,0.0,,76.0,54.0,6.0,2011-10-10,10,2011,10
0.0,0.0,,79.0,57.0,4.9,2011-10-11,10,2011,11
0.0,0.0,,78.0,55.0,8.1,2011-10-12,10,2011,12
0.28,0.0,,66.0,52.0,6.9,2011-10-13,10,2011,13
0.0,0.0,,62.0,48.0,15.7,2011-10-14,10,2011,14
0.0,0.0,,62.0,47.0,15.2,2011-10-15,10,2011,15
0.17,0.0,,62.0,48.0,8.5,2011-10-16,10,2011,16
0.0,0.0,,59.0,41.0,10.5,2011-10-17,10,2011,17
0.06,0.0,,54.0,41.0,8.5,2011-10-18,10,2011,18
0.85,0.0,,49.0,44.0,18.1,2011-10-19,10,2011,19
0.08,0.0,,47.0,43.0,16.1,2011-10-20,10,2011,20
0.0,0.0,,55.0,38.0,5.4,2011-10-21,10,2011,21
0.0,0.0,,66.0,34.0,3.8,2011-10-22,10,2011,22
0.2,0.0,,68.0,38.0,6.9,2011-10-23,10,2011,23
0.0,0.0,,63.0,45.0,7.4,2011-10-24,10,2011,24
0.02,0.0,,74.0,45.0,11.9,2011-10-25,10,2011,25
0.0,0.0,,53.0,47.0,12.5,2011-10-26,10,2011,26
0.12,0.0,,53.0,39.0,5.8,2011-10-27,10,2011,27
0.03,0.0,,55.0,35.0,5.6,2011-10-28,10,2011,28
0.0,0.0,,55.0,34.0,5.1,2011-10-29,10,2011,29
0.17,0.0,,57.0,33.0,11.2,2011-10-30,10,2011,30
0.0,0.0,,53.0,36.0,4.9,2011-10-31,10,2011,31
0.0,0.0,,65.0,35.0,10.3,2011-11-01,11,2011,1
0.01,0.0,,65.0,48.0,12.1,2011-11-02,11,2011,2
0.08,0.0,,48.0,46.0,18.1,2011-11-03,11,2011,3
0.0,0.0,,53.0,36.0,6.5,2011-11-04,11,2011,4
0.0,0.0,,58.0,34.0,9.8,2011-11-05,11,2011,5
0.0,0.0,,59.0,41.0,16.1,2011-11-06,11,2011,6
0.04,0.0,,58.0,51.0,3.6,2011-11-07,11,2011,7
1.53,0.0,,51.0,47.0,10.1,2011-11-08,11,2011,8
0.39,0.0,,62.0,37.0,14.1,2011-11-09,11,2011,9
0.01,0.0,,41.0,32.0,10.5,2011-11-10,11,2011,10
0.0,0.0,,45.0,30.0,8.5,2011-11-11,11,2011,11
0.0,0.0,,60.0,36.0,13.4,2011-11-12,11,2011,12
0.0,0.0,,70.0,47.0,19.7,2011-11-13,11,2011,13
0.01,0.0,,53.0,36.0,4.0,2011-11-14,11,2011,14
0.0,0.0,,64.0,34.0,7.8,2011-11-15,11,2011,15
0.0,0.0,,46.0,31.0,11.4,2011-11-16,11,2011,16
0.0,0.0,,36.0,24.0,10.5,2011-11-17,11,2011,17
0.0,0.0,,51.0,25.0,18.6,2011-11-18,11,2011,18
0.0,0.0,,58.0,44.0,17.0,2011-11-19,11,2011,19
0.0,0.0,,55.0,39.0,11.6,2011-11-20,11,2011,20
0.0,0.0,,47.0,41.0,9.2,2011-11-21,11,2011,21
0.24,0.0,,43.0,40.0,11.4,2011-11-22,11,2011,22
0.0,0.0,,50.0,34.0,6.0,2011-11-23,11,2011,23
0.0,0.0,,47.0,40.0,13.9,2011-11-24,11,2011,24
0.0,0.0,,57.0,42.0,16.8,2011-11-25,11,2011,25
1.01,0.0,,56.0,45.0,11.2,2011-11-26,11,2011,26
0.12,0.0,,46.0,36.0,12.1,2011-11-27,11,2011,27
0.0,0.0,,41.0,34.0,10.7,2011-11-28,11,2011,28
0.0,0.0,,44.0,31.0,21.0,2011-11-29,11,2011,29
0.0,0.0,,44.0,25.0,7.4,2011-11-30,11,2011,30
0.0,0.0,,48.0,25.0,6.9,2011-12-01,12,2011,1
0.02,0.0,,43.0,31.0,6.9,2011-12-02,12,2011,2
0.33,0.0,,50.0,37.0,13.2,2011-12-03,12,2011,3
0.02,0.0,,52.0,36.0,12.8,2011-12-04,12,2011,4
0.08,0.0,,40.0,35.0,8.9,2011-12-05,12,2011,5
0.0,0.0,,37.0,27.0,8.1,2011-12-06,12,2011,6
0.0,0.0,,34.0,25.0,9.2,2011-12-07,12,2011,7
0.0,0.0,,36.0,24.0,6.3,2011-12-08,12,2011,8
0.03,0.5,,32.0,18.0,8.9,2011-12-09,12,2011,9
0.0,0.0,,27.0,12.0,9.4,2011-12-10,12,2011,10
0.0,0.0,,45.0,27.0,11.4,2011-12-11,12,2011,11
0.0,0.0,,47.0,23.0,6.0,2011-12-12,12,2011,12
0.09,0.0,,45.0,38.0,4.0,2011-12-13,12,2011,13
1.43,0.0,,55.0,41.0,13.2,2011-12-14,12,2011,14
0.02,0.0,,57.0,33.0,17.9,2011-12-15,12,2011,15
0.0,0.0,,34.0,26.0,6.3,2011-12-16,12,2011,16
0.06,1.2,,32.0,28.0,4.7,2011-12-17,12,2011,17
0.0,0.0,,44.0,25.0,9.4,2011-12-18,12,2011,18
0.0,0.0,,50.0,38.0,11.4,2011-12-19,12,2011,19
0.0,0.0,,39.0,36.0,7.6,2011-12-20,12,2011,20
0.01,0.0,,43.0,37.0,6.0,2011-12-21,12,2011,21
0.02,0.0,,40.0,31.0,8.1,2011-12-22,12,2011,22
0.0,0.0,,34.0,23.0,8.7,2011-12-23,12,2011,23
0.0,0.0,,39.0,21.0,9.4,2011-12-24,12,2011,24
0.0,0.0,,45.0,29.0,11.6,2011-12-25,12,2011,25
0.06,0.0,,45.0,23.0,11.4,2011-12-26,12,2011,26
0.06,0.0,,41.0,26.0,12.8,2011-12-27,12,2011,27
0.0,0.0,,31.0,20.0,6.3,2011-12-28,12,2011,28
0.01,0.0,,48.0,31.0,9.4,2011-12-29,12,2011,29
0.41,0.0,,44.0,32.0,8.9,2011-12-30,12,2011,30
0.0,0.0,,40.0,29.0,10.5,2011-12-31,12,2011,31
0.04,0.0,,44.0,29.0,19.5,2012-01-01,1,2012,1
0.01,0.2,,29.0,18.0,17.9,2012-01-02,1,2012,2
0.0,0.0,,27.0,13.0,10.3,2012-01-03,1,2012,3
0.0,0.0,,41.0,25.0,8.1,2012-01-04,1,2012,4
0.0,0.0,,49.0,23.0,8.3,2012-01-05,1,2012,5
0.0,0.0,,55.0,38.0,8.1,2012-01-06,1,2012,6
0.0,0.0,,44.0,28.0,6.7,2012-01-07,1,2012,7
0.0,0.0,,42.0,25.0,2.7,2012-01-08,1,2012,8
0.0,0.0,,46.0,25.0,11.0,2012-01-09,1,2012,9
0.0,0.0,,52.0,25.0,5.4,2012-01-10,1,2012,10
0.0,0.0,,54.0,27.0,2.7,2012-01-11,1,2012,11
0.35,4.7,,37.0,19.0,11.6,2012-01-12,1,2012,12
0.01,0.2,,22.0,17.0,12.3,2012-01-13,1,2012,13
0.0,0.2,,19.0,8.0,5.1,2012-01-14,1,2012,14
0.0,0.0,,31.0,5.0,10.7,2012-01-15,1,2012,15
0.04,0.0,,45.0,30.0,9.6,2012-01-16,1,2012,16
0.16,0.4,,39.0,17.0,15.0,2012-01-17,1,2012,17
0.0,0.0,,26.0,10.0,10.7,2012-01-18,1,2012,18
0.01,0.1,,28.0,5.0,12.8,2012-01-19,1,2012,19
0.54,5.4,,24.0,5.0,4.9,2012-01-20,1,2012,20
0.0,0.0,,25.0,16.0,7.6,2012-01-21,1,2012,21
0.32,0.0,,40.0,16.0,12.8,2012-01-22,1,2012,22
0.29,0.0,,46.0,30.0,16.8,2012-01-23,1,2012,23
0.0,0.0,,37.0,25.0,8.9,2012-01-24,1,2012,24
0.0,0.0,,36.0,22.0,4.0,2012-01-25,1,2012,25
0.0,0.0,,38.0,32.0,4.3,2012-01-26,1,2012,26
0.04,0.2,,43.0,34.0,8.7,2012-01-27,1,2012,27
0.05,0.6,,34.0,26.0,14.5,2012-01-28,1,2012,28
0.0,0.2,,31.0,21.0,10.7,2012-01-29,1,2012,29
0.0,0.0,,53.0,22.0,12.5,2012-01-30,1,2012,30
0.0,0.0,,57.0,43.0,14.8,2012-01-31,1,2012,31
0.0,0.0,,48.0,32.0,5.1,2012-02-01,2,2012,1
0.0,0.0,,43.0,31.0,3.8,2012-02-02,2,2012,2
0.0,0.0,,39.0,33.0,7.4,2012-02-03,2,2012,3
0.0,0.0,,42.0,29.0,9.6,2012-02-04,2,2012,4
0.0,0.0,,45.0,29.0,5.4,2012-02-05,2,2012,5
0.0,0.0,,33.0,30.0,10.7,2012-02-06,2,2012,6
0.01,0.0,,36.0,29.0,12.1,2012-02-07,2,2012,7
0.0,0.0,,37.0,25.0,8.1,2012-02-08,2,2012,8
0.0,0.0,,36.0,21.0,9.8,2012-02-09,2,2012,9
0.19,1.5,,36.0,14.0,14.8,2012-02-10,2,2012,10
0.0,0.0,,20.0,10.0,15.2,2012-02-11,2,2012,11
0.0,0.0,,35.0,16.0,11.9,2012-02-12,2,2012,12
0.03,0.3,,36.0,15.0,8.5,2012-02-13,2,2012,13
0.0,0.0,,36.0,29.0,7.8,2012-02-14,2,2012,14
0.16,0.0,,43.0,30.0,8.7,2012-02-15,2,2012,15
0.02,0.0,,47.0,34.0,9.4,2012-02-16,2,2012,16
0.0,0.0,,49.0,28.0,8.5,2012-02-17,2,2012,17
0.0,0.0,,39.0,27.0,8.1,2012-02-18,2,2012,18
0.0,0.0,,38.0,24.0,5.6,2012-02-19,2,2012,19
0.0,0.0,,45.0,22.0,9.6,2012-02-20,2,2012,20
0.06,0.2,,41.0,33.0,11.9,2012-02-21,2,2012,21
0.01,0.1,,44.0,29.0,6.0,2012-02-22,2,2012,22
0.33,0.0,,40.0,29.0,7.2,2012-02-23,2,2012,23
0.54,3.5,,35.0,26.0,16.1,2012-02-24,2,2012,24
0.0,0.0,,27.0,16.0,10.7,2012-02-25,2,2012,25
0.0,0.0,,53.0,17.0,13.9,2012-02-26,2,2012,26
0.0,0.0,,40.0,25.0,11.4,2012-02-27,2,2012,27
0.11,0.0,,44.0,23.0,8.7,2012-02-28,2,2012,28
0.18,0.0,,59.0,35.0,17.9,2012-02-29,2,2012,29
0.0,0.0,,40.0,35.0,7.2,2012-03-01,3,2012,1
0.19,0.0,,40.0,34.0,14.1,2012-03-02,3,2012,2
0.0,0.0,,35.0,30.0,15.9,2012-03-03,3,2012,3
0.0,0.3,,32.0,26.0,8.5,2012-03-04,3,2012,4
