prcp,snow,tavg,tmax,tmin,awnd,date,month,year,day
0.0,0.0,,37.0,21.0,8.5,2012-03-05,3,2012,5
0.0,0.0,,68.0,31.0,20.8,2012-03-06,3,2012,6
0.0,0.0,,68.0,54.0,26.6,2012-03-07,3,2012,7
0.28,0.0,,63.0,37.0,15.2,2012-03-08,3,2012,8
0.0,0.0,,40.0,28.0,12.5,2012-03-09,3,2012,9
0.0,0.0,,60.0,27.0,15.4,2012-03-10,3,2012,10
0.0,0.0,,69.0,41.0,11.6,2012-03-11,3,2012,11
0.19,0.0,,65.0,52.0,14.8,2012-03-12,3,2012,12
0.0,0.0,,70.0,48.0,6.5,2012-03-13,3,2012,13
0.0,0.0,,81.0,46.0,11.4,2012-03-14,3,2012,14
0.0,0.0,,81.0,48.0,8.9,2012-03-15,3,2012,15
0.0,0.0,,82.0,46.0,6.9,2012-03-16,3,2012,16
0.0,0.0,,82.0,58.0,10.5,2012-03-17,3,2012,17
0.0,0.0,,81.0,57.0,10.3,2012-03-18,3,2012,18
0.03,0.0,,78.0,61.0,10.5,2012-03-19,3,2012,19
0.0,0.0,,85.0,63.0,13.9,2012-03-20,3,2012,20
0.0,0.0,,87.0,61.0,8.5,2012-03-21,3,2012,21
0.16,0.0,,83.0,60.0,6.3,2012-03-22,3,2012,22
1.25,0.0,,63.0,55.0,5.8,2012-03-23,3,2012,23
0.0,0.0,,62.0,50.0,6.3,2012-03-24,3,2012,24
0.0,0.0,,71.0,43.0,8.5,2012-03-25,3,2012,25
0.0,0.0,,47.0,37.0,15.7,2012-03-26,3,2012,26
0.0,0.0,,74.0,40.0,18.8,2012-03-27,3,2012,27
0.0,0.0,,68.0,45.0,12.5,2012-03-28,3,2012,28
0.0,0.0,,48.0,40.0,9.6,2012-03-29,3,2012,29
0.58,0.0,,53.0,40.0,10.1,2012-03-30,3,2012,30
0.0,0.0,,50.0,39.0,8.3,2012-03-31,3,2012,31
0.06,0.0,,57.0,42.0,9.4,2012-04-01,4,2012,1
0.0,0.0,,62.0,47.0,12.1,2012-04-02,4,2012,2
0.0,0.0,,70.0,48.0,11.2,2012-04-03,4,2012,3
0.0,0.0,,58.0,46.0,15.7,2012-04-04,4,2012,4
0.0,0.0,,49.0,38.0,15.7,2012-04-05,4,2012,5
0.0,0.0,,53.0,33.0,8.3,2012-04-06,4,2012,6
0.0,0.0,,67.0,34.0,8.1,2012-04-07,4,2012,7
0.0,0.0,,66.0,45.0,11.9,2012-04-08,4,2012,8
0.0,0.0,,63.0,41.0,15.0,2012-04-09,4,2012,9
0.0,0.0,,46.0,34.0,11.6,2012-04-10,4,2012,10
0.0,0.0,,54.0,32.0,7.8,2012-04-11,4,2012,11
0.0,0.0,,63.0,32.0,5.1,2012-04-12,4,2012,12
0.0,0.0,,66.0,40.0,12.8,2012-04-13,4,2012,13
0.16,0.0,,67.0,54.0,8.3,2012-04-14,4,2012,14
0.67,0.0,,77.0,61.0,17.2,2012-04-15,4,2012,15
0.01,0.0,,67.0,43.0,19.5,2012-04-16,4,2012,16
0.0,0.0,,57.0,39.0,6.9,2012-04-17,4,2012,17
0.01,0.0,,73.0,39.0,10.5,2012-04-18,4,2012,18
0.0,0.0,,61.0,45.0,9.6,2012-04-19,4,2012,19
0.02,0.0,,47.0,42.0,13.4,2012-04-20,4,2012,20
0.0,0.0,,53.0,36.0,8.5,2012-04-21,4,2012,21
0.0,0.0,,53.0,41.0,13.4,2012-04-22,4,2012,22
0.0,0.0,,60.0,39.0,9.2,2012-04-23,4,2012,23
0.0,0.0,,66.0,38.0,6.5,2012-04-24,4,2012,24
0.1,0.0,,61.0,46.0,6.7,2012-04-25,4,2012,25
0.0,0.0,,55.0,39.0,11.9,2012-04-26,4,2012,26
0.01,0.0,,54.0,35.0,10.5,2012-04-27,4,2012,27
0.25,0.0,,50.0,45.0,14.3,2012-04-28,4,2012,28
0.36,0.0,,57.0,43.0,10.5,2012-04-29,4,2012,29
0.0,0.0,,62.0,50.0,4.9,2012-04-30,4,2012,30
0.09,0.0,,65.0,49.0,7.6,2012-05-01,5,2012,1
0.0,0.0,,80.0,58.0,10.1,2012-05-02,5,2012,2
1.34,0.0,,86.0,66.0,12.1,2012-05-03,5,2012,3
0.28,0.0,,73.0,55.0,9.2,2012-05-04,5,2012,4
0.0,0.0,,60.0,52.0,8.3,2012-05-05,5,2012,5
0.8,0.0,,70.0,51.0,8.5,2012-05-06,5,2012,6
0.47,0.0,,64.0,52.0,5.4,2012-05-07,5,2012,7
0.0,0.0,,70.0,52.0,8.9,2012-05-08,5,2012,8
0.06,0.0,,60.0,47.0,7.6,2012-05-09,5,2012,9
0.0,0.0,,67.0,46.0,7.6,2012-05-10,5,2012,10
0.0,0.0,,78.0,43.0,9.6,2012-05-11,5,2012,11
0.03,0.0,,69.0,53.0,9.4,2012-05-12,5,2012,12
0.0,0.0,,72.0,50.0,7.8,2012-05-13,5,2012,13
0.0,0.0,,82.0,43.0,5.1,2012-05-14,5,2012,14
0.05,0.0,,86.0,57.0,12.5,2012-05-15,5,2012,15
0.0,0.0,,65.0,50.0,10.5,2012-05-16,5,2012,16
0.0,0.0,,74.0,45.0,5.8,2012-05-17,5,2012,17
0.0,0.0,,85.0,53.0,9.2,2012-05-18,5,2012,18
0.0,0.0,,92.0,59.0,9.2,2012-05-19,5,2012,19
0.14,0.0,,93.0,65.0,11.6,2012-05-20,5,2012,20
0.0,0.0,,67.0,54.0,12.5,2012-05-21,5,2012,21
0.0,0.0,,71.0,50.0,7.2,2012-05-22,5,2012,22
0.0,0.0,,82.0,47.0,6.9,2012-05-23,5,2012,23
0.0,0.0,,90.0,64.0,17.7,2012-05-24,5,2012,24
0.0,0.0,,83.0,65.0,10.1,2012-05-25,5,2012,25
0.0,0.0,,86.0,60.0,11.2,2012-05-26,5,2012,26
0.0,0.0,,97.0,70.0,10.1,2012-05-27,5,2012,27
0.0,0.0,,95.0,77.0,14.1,2012-05-28,5,2012,28
0.0,0.0,,85.0,61.0,12.3,2012-05-29,5,2012,29
0.0,0.0,,70.0,53.0,9.6,2012-05-30,5,2012,30
1.12,0.0,,54.0,47.0,11.0,2012-05-31,5,2012,31
0.01,0.0,,65.0,49.0,9.8,2012-06-01,6,2012,1
0.0,0.0,,76.0,49.0,10.7,2012-06-02,6,2012,2
0.0,0.0,,81.0,57.0,9.6,2012-06-03,6,2012,3
0.0,0.0,,75.0,59.0,8.3,2012-06-04,6,2012,4
0.0,0.0,,70.0,57.0,9.2,2012-06-05,6,2012,5
0.0,0.0,,76.0,52.0,6.5,2012-06-06,6,2012,6
0.0,0.0,,82.0,54.0,4.5,2012-06-07,6,2012,7
0.0,0.0,,88.0,54.0,7.6,2012-06-08,6,2012,8
0.0,0.0,,90.0,65.0,10.1,2012-06-09,6,2012,9
0.0,0.0,,93.0,67.0,12.3,2012-06-10,6,2012,10
0.0,0.0,,90.0,70.0,11.2,2012-06-11,6,2012,11
0.0,0.0,,78.0,59.0,10.5,2012-06-12,6,2012,12
0.0,0.0,,72.0,54.0,7.6,2012-06-13,6,2012,13
0.0,0.0,,87.0,56.0,8.9,2012-06-14,6,2012,14
0.0,0.0,,94.0,59.0,9.6,2012-06-15,6,2012,15
0.31,0.0,,94.0,69.0,11.4,2012-06-16,6,2012,16
0.11,0.0,,87.0,69.0,7.2,2012-06-17,6,2012,17
0.0,0.0,,94.0,69.0,17.2,2012-06-18,6,2012,18
0.0,0.0,,95.0,78.0,15.4,2012-06-19,6,2012,19
0.0,0.0,,95.0,77.0,15.4,2012-06-20,6,2012,20
0.01,0.0,,85.0,70.0,9.8,2012-06-21,6,2012,21
0.0,0.0,,87.0,64.0,6.7,2012-06-22,6,2012,22
0.0,0.0,,87.0,62.0,5.8,2012-06-23,6,2012,23
0.0,0.0,,94.0,65.0,6.9,2012-06-24,6,2012,24
0.0,0.0,,76.0,60.0,14.1,2012-06-25,6,2012,25
0.0,0.0,,83.0,56.0,4.9,2012-06-26,6,2012,26
0.0,0.0,,92.0,57.0,12.3,2012-06-27,6,2012,27
0.04,0.0,,100.0,76.0,8.5,2012-06-28,6,2012,28
0.42,0.0,,88.0,69.0,6.9,2012-06-29,6,2012,29
0.0,0.0,,92.0,69.0,6.7,2012-06-30,6,2012,30
0.0,0.0,,91.0,68.0,5.4,2012-07-01,7,2012,1
0.0,0.0,,98.0,71.0,5.1,2012-07-02,7,2012,2
0.0,0.0,,96.0,77.0,9.8,2012-07-03,7,2012,3
0.0,0.0,,102.0,79.0,9.6,2012-07-04,7,2012,4
0.28,0.0,,103.0,79.0,7.6,2012-07-05,7,2012,5
0.0,0.0,,103.0,82.0,7.4,2012-07-06,7,2012,6
0.0,0.0,,98.0,73.0,11.9,2012-07-07,7,2012,7
0.0,0.0,,85.0,68.0,11.4,2012-07-08,7,2012,8
0.0,0.0,,91.0,66.0,6.7,2012-07-09,7,2012,9
0.0,0.0,,83.0,67.0,10.1,2012-07-10,7,2012,10
0.0,0.0,,87.0,64.0,8.1,2012-07-11,7,2012,11
0.0,0.0,,91.0,66.0,8.1,2012-07-12,7,2012,12
0.28,0.0,,93.0,70.0,6.3,2012-07-13,7,2012,13
0.0,0.0,,90.0,70.0,6.5,2012-07-14,7,2012,14
0.0,0.0,,95.0,71.0,7.4,2012-07-15,7,2012,15
0.0,0.0,,97.0,72.0,7.6,2012-07-16,7,2012,16
0.0,0.0,,99.0,79.0,9.8,2012-07-17,7,2012,17
0.85,0.0,,94.0,72.0,8.3,2012-07-18,7,2012,18
0.8,0.0,,83.0,71.0,11.0,2012-07-19,7,2012,19
0.0,0.0,,81.0,68.0,10.1,2012-07-20,7,2012,20
0.0,0.0,,87.0,65.0,4.9,2012-07-21,7,2012,21
0.0,0.0,,89.0,68.0,6.5,2012-07-22,7,2012,22
0.0,0.0,,97.0,81.0,10.5,2012-07-23,7,2012,23
0.54,0.0,,84.0,69.0,7.8,2012-07-24,7,2012,24
0.01,0.0,,99.0,70.0,12.3,2012-07-25,7,2012,25
0.71,0.0,,89.0,69.0,9.2,2012-07-26,7,2012,26
0.03,0.0,,86.0,66.0,8.5,2012-07-27,7,2012,27
0.0,0.0,,82.0,67.0,7.8,2012-07-28,7,2012,28
0.0,0.0,,85.0,63.0,5.6,2012-07-29,7,2012,29
0.0,0.0,,92.0,69.0,6.9,2012-07-30,7,2012,30
0.16,0.0,,85.0,68.0,6.9,2012-07-31,7,2012,31
0.0,0.0,,90.0,68.0,3.6,2012-08-01,8,2012,1
0.0,0.0,,93.0,66.0,6.5,2012-08-02,8,2012,2
0.0,0.0,,95.0,71.0,6.3,2012-08-03,8,2012,3
0.37,0.0,,93.0,71.0,6.0,2012-08-04,8,2012,4
0.0,0.0,,84.0,66.0,9.2,2012-08-05,8,2012,5
0.0,0.0,,85.0,62.0,4.3,2012-08-06,8,2012,6
0.0,0.0,,92.0,62.0,8.3,2012-08-07,8,2012,7
0.0,0.0,,84.0,72.0,8.5,2012-08-08,8,2012,8
0.05,0.0,,75.0,63.0,9.6,2012-08-09,8,2012,9
0.18,0.0,,76.0,61.0,14.1,2012-08-10,8,2012,10
0.0,0.0,,78.0,56.0,8.5,2012-08-11,8,2012,11
0.0,0.0,,76.0,55.0,3.8,2012-08-12,8,2012,12
0.4,0.0,,69.0,60.0,3.4,2012-08-13,8,2012,13
0.0,0.0,,84.0,56.0,4.7,2012-08-14,8,2012,14
0.0,0.0,,85.0,65.0,6.3,2012-08-15,8,2012,15
0.39,0.0,,76.0,62.0,10.7,2012-08-16,8,2012,16
0.0,0.0,,76.0,58.0,7.4,2012-08-17,8,2012,17
0.0,0.0,,77.0,53.0,4.5,2012-08-18,8,2012,18
0.0,0.0,,79.0,60.0,3.6,2012-08-19,8,2012,19
0.08,0.0,,74.0,58.0,6.3,2012-08-20,8,2012,20
0.0,0.0,,79.0,53.0,4.7,2012-08-21,8,2012,21
0.0,0.0,,85.0,54.0,5.8,2012-08-22,8,2012,22
0.03,0.0,,92.0,64.0,8.1,2012-08-23,8,2012,23
0.0,0.0,,94.0,64.0,8.7,2012-08-24,8,2012,24
0.0,0.0,,93.0,66.0,7.8,2012-08-25,8,2012,25
0.57,0.0,,79.0,66.0,7.2,2012-08-26,8,2012,26
0.0,0.0,,88.0,66.0,6.0,2012-08-27,8,2012,27
0.0,0.0,,86.0,63.0,5.1,2012-08-28,8,2012,28
0.0,0.0,,84.0,65.0,5.8,2012-08-29,8,2012,29
0.0,0.0,,90.0,64.0,10.5,2012-08-30,8,2012,30
0.0,0.0,,92.0,71.0,10.3,2012-08-31,8,2012,31
0.0,0.0,,75.0,71.0,11.9,2012-09-01,9,2012,1
0.0,0.0,,82.0,73.0,10.7,2012-09-02,9,2012,2
0.0,0.0,,88.0,71.0,4.5,2012-09-03,9,2012,3
0.64,0.0,,90.0,66.0,8.5,2012-09-04,9,2012,4
0.16,0.0,,86.0,63.0,7.2,2012-09-05,9,2012,5
0.0,0.0,,86.0,68.0,6.7,2012-09-06,9,2012,6
0.06,0.0,,78.0,59.0,9.6,2012-09-07,9,2012,7
0.28,0.0,,73.0,54.0,11.6,2012-09-08,9,2012,8
0.0,0.0,,72.0,55.0,9.4,2012-09-09,9,2012,9
0.0,0.0,,75.0,52.0,6.5,2012-09-10,9,2012,10
0.0,0.0,,83.0,52.0,11.4,2012-09-11,9,2012,11
0.0,0.0,,86.0,63.0,10.3,2012-09-12,9,2012,12
0.19,0.0,,71.0,54.0,10.1,2012-09-13,9,2012,13
0.0,0.0,,76.0,51.0,7.6,2012-09-14,9,2012,14
0.0,0.0,,79.0,50.0,4.0,2012-09-15,9,2012,15
0.0,0.0,,77.0,49.0,4.9,2012-09-16,9,2012,16
0.26,0.0,,78.0,55.0,8.9,2012-09-17,9,2012,17
0.0,0.0,,63.0,47.0,12.3,2012-09-18,9,2012,18
0.0,0.0,,73.0,41.0,16.1,2012-09-19,9,2012,19
0.0,0.0,,72.0,51.0,8.9,2012-09-20,9,2012,20
0.15,0.0,,60.0,48.0,6.7,2012-09-21,9,2012,21
0.02,0.0,,59.0,44.0,11.0,2012-09-22,9,2012,22
0.0,0.0,,61.0,40.0,6.7,2012-09-23,9,2012,23
0.0,0.0,,70.0,37.0,11.4,2012-09-24,9,2012,24
0.0,0.0,,77.0,49.0,9.2,2012-09-25,9,2012,25
0.0,0.0,,68.0,53.0,9.8,2012-09-26,9,2012,26
0.0,0.0,,65.0,46.0,8.9,2012-09-27,9,2012,27
0.0,0.0,,67.0,50.0,8.9,2012-09-28,9,2012,28
0.0,0.0,,79.0,48.0,5.8,2012-09-29,9,2012,29
0.0,0.0,,66.0,50.0,8.1,2012-09-30,9,2012,30
0.0,0.0,,66.0,47.0,4.7,2012-10-01,10,2012,1
0.0,0.0,,69.0,53.0,9.8,2012-10-02,10,2012,2
0.26,0.0,,63.0,59.0,4.7,2012-10-03,10,2012,3
0.12,0.0,,77.0,48.0,11.6,2012-10-04,10,2012,4
0.0,0.0,,50.0,39.0,8.9,2012-10-05,10,2012,5
0.0,0.0,,50.0,34.0,9.8,2012-10-06,10,2012,6
0.0,0.0,,51.0,36.0,7.6,2012-10-07,10,2012,7
0.0,0.0,,60.0,32.0,13.9,2012-10-08,10,2012,8
0.17,0.0,,65.0,42.0,16.8,2012-10-09,10,2012,9
0.0,0.0,,51.0,35.0,12.8,2012-10-10,10,2012,10
0.02,0.0,,67.0,35.0,15.0,2012-10-11,10,2012,11
0.0,0.0,,53.0,37.0,10.5,2012-10-12,10,2012,12
0.21,0.0,,67.0,44.0,12.5,2012-10-13,10,2012,13
0.77,0.0,,71.0,48.0,15.7,2012-10-14,10,2012,14
0.0,0.0,,60.0,41.0,8.9,2012-10-15,10,2012,15
0.0,0.0,,70.0,40.0,14.3,2012-10-16,10,2012,16
0.51,0.0,,68.0,54.0,17.7,2012-10-17,10,2012,17
0.07,0.0,,54.0,45.0,15.0,2012-10-18,10,2012,18
0.02,0.0,,52.0,43.0,6.9,2012-10-19,10,2012,19
0.0,0.0,,59.0,39.0,7.2,2012-10-20,10,2012,20
0.0,0.0,,68.0,37.0,6.5,2012-10-21,10,2012,21
0.81,0.0,,65.0,49.0,6.5,2012-10-22,10,2012,22
0.06,0.0,,70.0,57.0,6.9,2012-10-23,10,2012,23
0.0,0.0,,78.0,58.0,11.2,2012-10-24,10,2012,24
0.13,0.0,,75.0,45.0,17.7,2012-10-25,10,2012,25
0.0,0.0,,51.0,37.0,9.6,2012-10-26,10,2012,26
0.0,0.0,,48.0,34.0,10.5,2012-10-27,10,2012,27
0.0,0.0,,49.0,38.0,13.6,2012-10-28,10,2012,28
0.0,0.0,,51.0,36.0,15.0,2012-10-29,10,2012,29
0.0,0.0,,48.0,39.0,18.6,2012-10-30,10,2012,30
0.0,0.0,,50.0,34.0,13.9,2012-10-31,10,2012,31
0.0,0.0,,54.0,34.0,9.2,2012-11-01,11,2012,1
0.0,0.0,,48.0,34.0,8.1,2012-11-02,11,2012,2
0.0,0.0,,45.0,36.0,6.9,2012-11-03,11,2012,3
0.0,0.0,,48.0,32.0,6.0,2012-11-04,11,2012,4
0.0,0.0,,44.0,32.0,5.6,2012-11-05,11,2012,5
0.13,0.0,,42.0,29.0,6.7,2012-11-06,11,2012,6
0.03,0.0,,47.0,40.0,3.8,2012-11-07,11,2012,7
0.0,0.0,,45.0,35.0,6.7,2012-11-08,11,2012,8
0.0,0.0,,56.0,33.0,5.1,2012-11-09,11,2012,9
0.22,0.0,,66.0,50.0,11.9,2012-11-10,11,2012,10
0.29,0.0,,70.0,40.0,19.9,2012-11-11,11,2012,11
0.0,0.0,,40.0,29.0,19.2,2012-11-12,11,2012,12
0.0,0.0,,41.0,24.0,7.6,2012-11-13,11,2012,13
0.0,0.0,,45.0,29.0,9.6,2012-11-14,11,2012,14
0.0,0.0,,48.0,30.0,5.4,2012-11-15,11,2012,15
0.0,0.0,,54.0,27.0,1.3,2012-11-16,11,2012,16
0.0,0.0,,55.0,26.0,4.3,2012-11-17,11,2012,17
0.0,0.0,,57.0,31.0,4.9,2012-11-18,11,2012,18
0.01,0.0,,59.0,36.0,6.9,2012-11-19,11,2012,19
0.0,0.0,,58.0,40.0,3.6,2012-11-20,11,2012,20
0.0,0.0,,54.0,34.0,6.0,2012-11-21,11,2012,21
0.27,0.0,,63.0,42.0,17.2,2012-11-22,11,2012,22
0.0,0.0,,42.0,28.0,19.7,2012-11-23,11,2012,23
0.0,0.0,,32.0,24.0,9.8,2012-11-24,11,2012,24
0.0,0.0,,43.0,29.0,8.9,2012-11-25,11,2012,25
0.0,0.0,,36.0,23.0,9.2,2012-11-26,11,2012,26
0.0,0.0,,33.0,17.0,7.6,2012-11-27,11,2012,27
0.0,0.0,,44.0,27.0,8.1,2012-11-28,11,2012,28
0.0,0.0,,51.0,33.0,9.2,2012-11-29,11,2012,29
0.0,0.0,,51.0,36.0,4.9,2012-11-30,11,2012,30
0.0,0.0,,59.0,29.0,9.4,2012-12-01,12,2012,1
0.06,0.0,,63.0,44.0,7.6,2012-12-02,12,2012,2
0.0,0.0,,70.0,46.0,13.0,2012-12-03,12,2012,3
0.0,0.0,,59.0,38.0,10.7,2012-12-04,12,2012,4
0.0,0.0,,40.0,27.0,8.5,2012-12-05,12,2012,5
0.0,0.0,,46.0,32.0,8.5,2012-12-06,12,2012,6
0.08,0.0,,46.0,41.0,7.2,2012-12-07,12,2012,7
0.15,0.0,,42.0,36.0,12.1,2012-12-08,12,2012,8
0.21,0.0,,41.0,35.0,9.2,2012-12-09,12,2012,9
0.0,0.0,,38.0,31.0,11.4,2012-12-10,12,2012,10
0.0,0.0,,34.0,24.0,10.3,2012-12-11,12,2012,11
0.0,0.0,,46.0,28.0,11.2,2012-12-12,12,2012,12
0.0,0.0,,49.0,32.0,13.4,2012-12-13,12,2012,13
0.0,0.0,,50.0,26.0,6.3,2012-12-14,12,2012,14
0.34,0.0,,50.0,37.0,11.4,2012-12-15,12,2012,15
0.0,0.0,,49.0,38.0,10.3,2012-12-16,12,2012,16
0.0,0.0,,40.0,30.0,5.1,2012-12-17,12,2012,17
0.0,0.0,,41.0,31.0,7.6,2012-12-18,12,2012,18
0.08,0.0,,43.0,32.0,8.5,2012-12-19,12,2012,19
1.26,0.2,,49.0,33.0,17.7,2012-12-20,12,2012,20
0.01,0.1,,33.0,20.0,20.6,2012-12-21,12,2012,21
0.0,0.0,,32.0,17.0,6.5,2012-12-22,12,2012,22
0.0,0.0,,34.0,21.0,6.7,2012-12-23,12,2012,23
0.0,0.0,,34.0,28.0,9.8,2012-12-24,12,2012,24
0.01,0.1,,33.0,25.0,9.4,2012-12-25,12,2012,25
0.0,0.0,,33.0,28.0,17.2,2012-12-26,12,2012,26
0.0,0.0,,33.0,28.0,7.6,2012-12-27,12,2012,27
0.01,0.3,,32.0,29.0,4.3,2012-12-28,12,2012,28
0.0,0.2,,32.0,20.0,12.3,2012-12-29,12,2012,29
0.0,0.0,,33.0,14.0,12.5,2012-12-30,12,2012,30
0.0,0.0,,35.0,20.0,11.9,2012-12-31,12,2012,31
0.0,0.0,,25.0,11.0,8.5,2013-01-01,1,2013,1
0.0,0.0,,30.0,10.0,8.1,2013-01-02,1,2013,2
0.0,0.0,,29.0,18.0,11.4,2013-01-03,1,2013,3
0.0,0.0,,36.0,13.0,13.2,2013-01-04,1,2013,4
0.03,0.4,,39.0,18.0,9.6,2013-01-05,1,2013,5
0.0,0.0,,36.0,18.0,11.9,2013-01-06,1,2013,6
0.0,0.0,,41.0,15.0,12.8,2013-01-07,1,2013,7
0.0,0.0,,44.0,22.0,9.6,2013-01-08,1,2013,8
0.0,0.0,,50.0,27.0,14.1,2013-01-09,1,2013,9
0.63,0.0,,45.0,22.0,8.5,2013-01-10,1,2013,10
0.3,0.0,,52.0,42.0,13.0,2013-01-11,1,2013,11
0.06,0.0,,53.0,30.0,13.2,2013-01-12,1,2013,12
0.1,0.0,,30.0,14.0,12.5,2013-01-13,1,2013,13
0.0,0.0,,25.0,12.0,6.5,2013-01-14,1,2013,14
0.0,0.0,,31.0,12.0,2.2,2013-01-15,1,2013,15
0.0,0.0,,36.0,16.0,13.9,2013-01-16,1,2013,16
0.0,0.0,,33.0,20.0,9.4,2013-01-17,1,2013,17
0.0,0.0,,43.0,19.0,14.8,2013-01-18,1,2013,18
0.0,0.0,,47.0,28.0,17.0,2013-01-19,1,2013,19
0.0,0.0,,28.0,13.0,16.1,2013-01-20,1,2013,20
0.0,0.0,,15.0,5.0,16.6,2013-01-21,1,2013,21
0.0,0.0,,11.0,-1.0,11.0,2013-01-22,1,2013,22
0.01,0.4,,23.0,10.0,12.8,2013-01-23,1,2013,23
0.0,0.0,,22.0,4.0,10.3,2013-01-24,1,2013,24
0.06,1.1,,29.0,18.0,11.6,2013-01-25,1,2013,25
0.0,0.0,,28.0,13.0,6.9,2013-01-26,1,2013,26
0.58,0.1,,37.0,23.0,14.3,2013-01-27,1,2013,27
0.08,0.0,,48.0,37.0,9.6,2013-01-28,1,2013,28
1.33,0.0,,63.0,39.0,13.2,2013-01-29,1,2013,29
0.45,0.6,,44.0,21.0,12.1,2013-01-30,1,2013,30
0.0,0.0,,21.0,6.0,18.3,2013-01-31,1,2013,31
0.02,0.5,,14.0,0.0,12.5,2013-02-01,2,2013,1
0.12,1.8,,23.0,8.0,8.7,2013-02-02,2,2013,2
0.04,0.5,,21.0,9.0,8.7,2013-02-03,2,2013,3
0.19,2.4,,28.0,13.0,8.7,2013-02-04,2,2013,4
0.02,0.5,,31.0,6.0,9.4,2013-02-05,2,2013,5
0.0,0.0,,36.0,11.0,6.7,2013-02-06,2,2013,6
1.07,1.4,,34.0,31.0,8.3,2013-02-07,2,2013,7
0.0,0.1,,33.0,23.0,11.6,2013-02-08,2,2013,8
0.0,0.0,,32.0,20.0,7.4,2013-02-09,2,2013,9
0.29,0.0,,49.0,30.0,16.3,2013-02-10,2,2013,10
0.0,0.0,,45.0,29.0,23.9,2013-02-11,2,2013,11
0.0,0.0,,29.0,21.0,9.4,2013-02-12,2,2013,12
0.0,0.0,,44.0,19.0,5.8,2013-02-13,2,2013,13
0.0,0.0,,39.0,33.0,12.8,2013-02-14,2,2013,14
0.0,0.0,,33.0,20.0,11.4,2013-02-15,2,2013,15
0.0,0.0,,20.0,12.0,10.5,2013-02-16,2,2013,16
0.0,0.0,,30.0,9.0,5.6,2013-02-17,2,2013,17
0.29,0.0,,52.0,27.0,17.2,2013-02-18,2,2013,18
0.0,0.2,,30.0,12.0,20.6,2013-02-19,2,2013,19
0.0,0.0,,24.0,8.0,10.1,2013-02-20,2,2013,20
0.07,0.8,,32.0,19.0,12.3,2013-02-21,2,2013,21
0.2,1.9,,34.0,24.0,11.0,2013-02-22,2,2013,22
0.0,0.0,,28.0,22.0,10.5,2013-02-23,2,2013,23
0.0,0.0,,39.0,17.0,4.3,2013-02-24,2,2013,24
0.0,0.0,,43.0,20.0,5.4,2013-02-25,2,2013,25
0.45,4.8,,36.0,32.0,18.3,2013-02-26,2,2013,26
0.18,1.0,,34.0,32.0,11.4,2013-02-27,2,2013,27
0.02,0.2,,35.0,27.0,13.2,2013-02-28,2,2013,28
0.02,0.7,,30.0,25.0,14.1,2013-03-01,3,2013,1
0.0,0.0,,31.0,17.0,11.4,2013-03-02,3,2013,2
0.0,0.0,,34.0,15.0,4.7,2013-03-03,3,2013,3
0.0,0.0,,34.0,18.0,8.3,2013-03-04,3,2013,4
0.66,9.2,,33.0,29.0,11.9,2013-03-05,3,2013,5
0.0,0.0,,34.0,28.0,12.3,2013-03-06,3,2013,6
0.0,0.0,,40.0,26.0,5.4,2013-03-07,3,2013,7
0.0,0.0,,40.0,19.0,6.7,2013-03-08,3,2013,8
0.04,0.0,,44.0,30.0,11.0,2013-03-09,3,2013,9
0.87,0.0,,51.0,39.0,8.7,2013-03-10,3,2013,10
0.07,0.0,,48.0,33.0,9.6,2013-03-11,3,2013,11
0.05,0.3,,37.0,26.0,15.0,2013-03-12,3,2013,12
0.0,0.0,,33.0,22.0,13.2,2013-03-13,3,2013,13
0.0,0.0,,37.0,23.0,6.5,2013-03-14,3,2013,14
0.2,0.0,,41.0,30.0,5.8,2013-03-15,3,2013,15
0.0,0.0,,35.0,30.0,9.8,2013-03-16,3,2013,16
0.0,0.0,,35.0,26.0,12.8,2013-03-17,3,2013,17
0.08,0.1,,35.0,21.0,13.6,2013-03-18,3,2013,18
0.0,0.0,,32.0,17.0,21.0,2013-03-19,3,2013,19
0.0,0.0,,25.0,14.0,15.2,2013-03-20,3,2013,20
0.0,0.0,,33.0,14.0,7.8,2013-03-21,3,2013,21
0.0,0.0,,41.0,20.0,5.4,2013-03-22,3,2013,22
0.0,0.0,,41.0,25.0,7.4,2013-03-23,3,2013,23
0.01,0.1,,37.0,32.0,18.3,2013-03-24,3,2013,24
0.0,0.0,,38.0,32.0,15.7,2013-03-25,3,2013,25
0.0,0.0,,43.0,29.0,8.7,2013-03-26,3,2013,26
0.0,0.0,,42.0,31.0,7.4,2013-03-27,3,2013,27
0.0,0.0,,51.0,28.0,4.7,2013-03-28,3,2013,28
0.0,0.0,,55.0,32.0,2.9,2013-03-29,3,2013,29
0.0,0.0,,59.0,28.0,9.6,2013-03-30,3,2013,30
0.0,0.0,,59.0,36.0,14.5,2013-03-31,3,2013,31
0.0,0.0,36.0,41.0,29.0,11.6,2013-04-01,4,2013,1
0.0,0.0,34.0,45.0,25.0,8.9,2013-04-02,4,2013,2
0.0,0.0,35.0,44.0,25.0,6.9,2013-04-03,4,2013,3
0.0,0.0,39.0,58.0,25.0,8.1,2013-04-04,4,2013,4
0.0,0.0,44.0,45.0,36.0,11.9,2013-04-05,4,2013,5
0.04,0.0,47.0,70.0,36.0,18.6,2013-04-06,4,2013,6
